target_num,target_is_prime,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
490,False,>10x101x111x111.,"[2, 5, 7, 7]",>10x11x1010011,1,-2.6198410987854004,4,"[2, 3, 83]",3,498.0,False,False,3.0,1.0
494,False,>10x1101x10011.,"[2, 13, 19]",>10x11110111,0,-1.0011937618255615,3,"[2, 247]",2,494.0,True,False,1.0,0.5
494,False,>10x1101x10011.,"[2, 13, 19]",>10x11x10100101,1,-2.2110917568206787,3,"[2, 3, 165]",3,990.0,False,False,2.0,0.6666666666666666
507,False,>11x1101x1101.,"[3, 13, 13]",>111111011,0,-1.1941238641738892,3,[507],1,507.0,True,False,0.0,0.0
507,False,>11x1101x1101.,"[3, 13, 13]",>11x10101001,1,-2.0975501537323,3,"[3, 169]",2,507.0,True,False,1.0,0.5
508,False,>10x10x1111111.,"[2, 2, 127]",>10x10x1111111,0,-0.9400001764297485,3,"[2, 2, 127]",3,508.0,True,True,3.0,1.0
508,False,>10x10x1111111.,"[2, 2, 127]",>10x10x11x1010101,1,-2.192251443862915,3,"[2, 2, 3, 85]",4,1020.0,False,False,3.0,0.75
521,True,>1000001001.,[521],>1000001001,0,-1.2205950021743774,1,[521],1,521.0,True,True,1.0,1.0
521,True,>1000001001.,[521],>11x10101111,1,-1.9653716087341309,1,"[3, 175]",2,525.0,False,False,1.0,0.5
529,False,>10111x10111.,"[23, 23]",>1000010001,0,-1.2159960269927979,2,[529],1,529.0,True,False,0.0,0.0
529,False,>10111x10111.,"[23, 23]",>11x10110011,1,-2.053558349609375,2,"[3, 179]",2,537.0,False,False,2.0,1.0
541,True,>1000011101.,[541],>1000011101,0,-1.1757057905197144,1,[541],1,541.0,True,True,1.0,1.0
541,True,>1000011101.,[541],>11x10110111,1,-1.9737391471862793,1,"[3, 183]",2,549.0,False,False,1.0,0.5
546,False,>10x11x111x1101.,"[2, 3, 7, 13]",>10x100010001,0,-1.0933353900909424,4,"[2, 273]",2,546.0,True,False,1.0,0.5
546,False,>10x11x111x1101.,"[2, 3, 7, 13]",>10x11x1011011,1,-2.024890422821045,4,"[2, 3, 91]",3,546.0,True,False,2.0,0.6666666666666666
549,False,>11x11x111101.,"[3, 3, 61]",>1000100101,0,-1.1912639141082764,3,[549],1,549.0,True,False,0.0,0.0
549,False,>11x11x111101.,"[3, 3, 61]",>11x10110111,1,-2.233250617980957,3,"[3, 183]",2,549.0,True,False,1.0,0.5
561,False,>11x1011x10001.,"[3, 11, 17]",>1000110001,0,-1.1929608583450317,3,[561],1,561.0,True,False,0.0,0.0
561,False,>11x1011x10001.,"[3, 11, 17]",>11x11x11x10101,1,-4.364203929901123,3,"[3, 3, 3, 21]",4,567.0,False,False,3.0,0.75
564,False,>10x10x11x101111.,"[2, 2, 3, 47]",>10x10x10001101,0,-0.939487874507904,4,"[2, 2, 141]",3,564.0,True,False,2.0,0.6666666666666666
564,False,>10x10x11x101111.,"[2, 2, 3, 47]",>10x10x11x101111,1,-2.060279130935669,4,"[2, 2, 3, 47]",4,564.0,True,True,4.0,1.0
565,False,>101x1110001.,"[5, 113]",>1000110101,0,-1.172841191291809,2,[565],1,565.0,True,False,0.0,0.0
565,False,>101x1110001.,"[5, 113]",>11x11x11x10111,1,-4.566780090332031,2,"[3, 3, 3, 23]",4,621.0,False,False,4.0,1.0
567,False,>11x11x11x11x111.,"[3, 3, 3, 3, 7]",>1000110111,0,-1.144537329673767,5,[567],1,567.0,True,False,0.0,0.0
567,False,>11x11x11x11x111.,"[3, 3, 3, 3, 7]",>11x11x11x10101,1,-4.452825546264648,5,"[3, 3, 3, 21]",4,567.0,True,False,3.0,0.75
569,True,>1000111001.,[569],>1000111001,0,-1.182463526725769,1,[569],1,569.0,True,True,1.0,1.0
569,True,>1000111001.,[569],>11x11x11x10111,1,-4.496625900268555,1,"[3, 3, 3, 23]",4,621.0,False,False,4.0,1.0
570,False,>10x11x101x10011.,"[2, 3, 5, 19]",>10x100011101,0,-1.0567420721054077,4,"[2, 285]",2,570.0,True,False,1.0,0.5
570,False,>10x11x101x10011.,"[2, 3, 5, 19]",>10x11x11x11x1011,1,-3.6269915103912354,4,"[2, 3, 3, 3, 11]",5,594.0,False,False,5.0,1.0
571,True,>1000111011.,[571],>1000111011,0,-1.1556360721588135,1,[571],1,571.0,True,True,1.0,1.0
571,True,>1000111011.,[571],>11x11x11x10111,1,-4.433743476867676,1,"[3, 3, 3, 23]",4,621.0,False,False,4.0,1.0
572,False,>10x10x1011x1101.,"[2, 2, 11, 13]",>10x10x10001111,0,-0.9194397330284119,4,"[2, 2, 143]",3,572.0,True,False,2.0,0.6666666666666666
572,False,>10x10x1011x1101.,"[2, 2, 11, 13]",>10x10x11x1011101,1,-2.589057207107544,4,"[2, 2, 3, 93]",4,1116.0,False,False,3.0,0.75
576,False,>10x10x10x10x10x10x11x11.,"[2, 2, 2, 2, 2, 2, 3, 3]",>10x10x10x10x10x10x1001,0,-0.4328242242336273,8,"[2, 2, 2, 2, 2, 2, 9]",7,576.0,True,False,6.0,0.8571428571428571
576,False,>10x10x10x10x10x10x11x11.,"[2, 2, 2, 2, 2, 2, 3, 3]",>10x10x10x10x10x10x11x11,1,-1.5489661693572998,8,"[2, 2, 2, 2, 2, 2, 3, 3]",8,576.0,True,True,8.0,1.0
579,False,>11x11000001.,"[3, 193]",>1001000011,0,-1.18597412109375,2,[579],1,579.0,True,False,0.0,0.0
579,False,>11x11000001.,"[3, 193]",>11x11x1000011,1,-3.117938280105591,2,"[3, 3, 67]",3,603.0,False,False,3.0,1.0
581,False,>111x1010011.,"[7, 83]",>1001000101,0,-1.1847542524337769,2,[581],1,581.0,True,False,0.0,0.0
581,False,>111x1010011.,"[7, 83]",>11x11x1000001,1,-3.115382671356201,2,"[3, 3, 65]",3,585.0,False,False,2.0,0.6666666666666666
591,False,>11x11000101.,"[3, 197]",>1001001111,0,-1.1631698608398438,2,[591],1,591.0,True,False,0.0,0.0
591,False,>11x11000101.,"[3, 197]",>11x11x1000011,1,-3.2495484352111816,2,"[3, 3, 67]",3,603.0,False,False,3.0,1.0
593,True,>1001010001.,[593],>1001010001,0,-1.1892187595367432,1,[593],1,593.0,True,True,1.0,1.0
593,True,>1001010001.,[593],>11x11x1000001,1,-3.142932891845703,1,"[3, 3, 65]",3,585.0,False,False,2.0,0.6666666666666666
597,False,>11x11000111.,"[3, 199]",>1001010101,0,-1.1795891523361206,2,[597],1,597.0,True,False,0.0,0.0
597,False,>11x11000111.,"[3, 199]",>11x11x1000001,1,-3.0946121215820312,2,"[3, 3, 65]",3,585.0,False,False,2.0,0.6666666666666666
601,True,>1001011001.,[601],>1001011001,0,-1.176479458808899,1,[601],1,601.0,True,True,1.0,1.0
601,True,>1001011001.,[601],>11x11001011,1,-2.1185038089752197,1,"[3, 203]",2,609.0,False,False,1.0,0.5
614,False,>10x100110011.,"[2, 307]",>10x100110011,0,-1.0656508207321167,2,"[2, 307]",2,614.0,True,True,2.0,1.0
614,False,>10x100110011.,"[2, 307]",>10x11x1100101,1,-2.106707811355591,2,"[2, 3, 101]",3,606.0,False,False,3.0,1.0
621,False,>11x11x11x10111.,"[3, 3, 3, 23]",>1001101101,0,-1.1658943891525269,4,[621],1,621.0,True,False,0.0,0.0
621,False,>11x11x11x10111.,"[3, 3, 3, 23]",>11x11001111,1,-2.1996772289276123,4,"[3, 207]",2,621.0,True,False,1.0,0.5
625,False,>101x101x101x101.,"[5, 5, 5, 5]",>1001110001,0,-1.18339204788208,4,[625],1,625.0,True,False,0.0,0.0
625,False,>101x101x101x101.,"[5, 5, 5, 5]",>11x11010011,1,-2.0882582664489746,4,"[3, 211]",2,633.0,False,False,2.0,1.0
626,False,>10x100111001.,"[2, 313]",>10x100111001,0,-1.0512856245040894,2,"[2, 313]",2,626.0,True,True,2.0,1.0
626,False,>10x100111001.,"[2, 313]",>10x11x1101011,1,-1.9400147199630737,2,"[2, 3, 107]",3,642.0,False,False,3.0,1.0
627,False,>11x1011x10011.,"[3, 11, 19]",>1001110011,0,-1.1819008588790894,3,[627],1,627.0,True,False,0.0,0.0
627,False,>11x1011x10011.,"[3, 11, 19]",>11x11010001,1,-2.126965045928955,3,"[3, 209]",2,627.0,True,False,1.0,0.5
637,False,>111x111x1101.,"[7, 7, 13]",>1001111101,0,-1.1527526378631592,3,[637],1,637.0,True,False,0.0,0.0
637,False,>111x111x1101.,"[7, 7, 13]",>11x11010111,1,-2.0543627738952637,3,"[3, 215]",2,645.0,False,False,1.0,0.5
642,False,>10x11x1101011.,"[2, 3, 107]",>10x101000001,0,-1.0376497507095337,3,"[2, 321]",2,642.0,True,False,1.0,0.5
642,False,>10x11x1101011.,"[2, 3, 107]",>10x11x1101011,1,-1.813428282737732,3,"[2, 3, 107]",3,642.0,True,True,3.0,1.0
643,True,>1010000011.,[643],>1010000011,0,-1.1530894041061401,1,[643],1,643.0,True,True,1.0,1.0
643,True,>1010000011.,[643],>11x11010101,1,-2.1393215656280518,1,"[3, 213]",2,639.0,False,False,1.0,0.5
644,False,>10x10x111x10111.,"[2, 2, 7, 23]",>10x10x10100001,0,-0.8659547567367554,4,"[2, 2, 161]",3,644.0,True,False,2.0,0.6666666666666666
644,False,>10x10x111x10111.,"[2, 2, 7, 23]",>10x10x11x110101,1,-1.728166937828064,4,"[2, 2, 3, 53]",4,636.0,False,False,4.0,1.0
650,False,>10x101x101x1101.,"[2, 5, 5, 13]",>10x101000101,0,-1.0422585010528564,4,"[2, 325]",2,650.0,True,False,1.0,0.5
650,False,>10x101x101x1101.,"[2, 5, 5, 13]",>10x11x1101111,1,-1.9835749864578247,4,"[2, 3, 111]",3,666.0,False,False,2.0,0.6666666666666666
656,False,>10x10x10x10x101001.,"[2, 2, 2, 2, 41]",>10x10x10x10x101001,0,-0.7081946730613708,5,"[2, 2, 2, 2, 41]",5,656.0,True,True,5.0,1.0
656,False,>10x10x10x10x101001.,"[2, 2, 2, 2, 41]",>10x10x10x10x11x1101,1,-1.7239638566970825,5,"[2, 2, 2, 2, 3, 13]",6,624.0,False,False,6.0,1.0
661,True,>1010010101.,[661],>1010010101,0,-1.1557811498641968,1,[661],1,661.0,True,True,1.0,1.0
661,True,>1010010101.,[661],>11x11x1001001,1,-3.1026649475097656,1,"[3, 3, 73]",3,657.0,False,False,3.0,1.0
663,False,>11x1101x10001.,"[3, 13, 17]",>1010010111,0,-1.1157761812210083,3,[663],1,663.0,True,False,0.0,0.0
663,False,>11x1101x10001.,"[3, 13, 17]",>11x11x1001011,1,-3.2497057914733887,3,"[3, 3, 75]",3,675.0,False,False,2.0,0.6666666666666666
676,False,>10x10x1101x1101.,"[2, 2, 13, 13]",>10x10x10101001,0,-0.9377884864807129,4,"[2, 2, 169]",3,676.0,True,False,2.0,0.6666666666666666
676,False,>10x10x1101x1101.,"[2, 2, 13, 13]",>10x10x11x111001,1,-2.4102730751037598,4,"[2, 2, 3, 57]",4,684.0,False,False,3.0,0.75
690,False,>10x11x101x10111.,"[2, 3, 5, 23]",>10x101011001,0,-1.082374095916748,4,"[2, 345]",2,690.0,True,False,1.0,0.5
690,False,>10x11x101x10111.,"[2, 3, 5, 23]",>10x11x1110011,1,-2.0248425006866455,4,"[2, 3, 115]",3,690.0,True,False,2.0,0.6666666666666666
692,False,>10x10x10101101.,"[2, 2, 173]",>10x10x10101101,0,-0.9550281763076782,3,"[2, 2, 173]",3,692.0,True,True,3.0,1.0
692,False,>10x10x10101101.,"[2, 2, 173]",>10x10x11x111001,1,-2.152183771133423,3,"[2, 2, 3, 57]",4,684.0,False,False,3.0,0.75
701,True,>1010111101.,[701],>1010111101,0,-1.1553901433944702,1,[701],1,701.0,True,True,1.0,1.0
701,True,>1010111101.,[701],>11x11101011,1,-2.119033098220825,1,"[3, 235]",2,705.0,False,False,1.0,0.5
711,False,>11x11x1001111.,"[3, 3, 79]",>1011000111,0,-1.0741196870803833,3,[711],1,711.0,True,False,0.0,0.0
711,False,>11x11x1001111.,"[3, 3, 79]",>11x11101101,1,-2.023005962371826,3,"[3, 237]",2,711.0,True,False,1.0,0.5
723,False,>11x11110001.,"[3, 241]",>1011010011,0,-1.1090143918991089,2,[723],1,723.0,True,False,0.0,0.0
723,False,>11x11110001.,"[3, 241]",>11x11110001,1,-2.210965394973755,2,"[3, 241]",2,723.0,True,True,2.0,1.0
725,False,>101x101x11101.,"[5, 5, 29]",>1011010101,0,-1.1155881881713867,3,[725],1,725.0,True,False,0.0,0.0
725,False,>101x101x11101.,"[5, 5, 29]",>11x11110011,1,-2.1982853412628174,3,"[3, 243]",2,729.0,False,False,1.0,0.5
727,True,>1011010111.,[727],>1011010111,0,-1.0949008464813232,1,[727],1,727.0,True,True,1.0,1.0
727,True,>1011010111.,[727],>11x11110001,1,-2.4820547103881836,1,"[3, 241]",2,723.0,False,False,2.0,1.0
729,False,>11x11x11x11x11x11.,"[3, 3, 3, 3, 3, 3]",>1011011001,0,-1.1255794763565063,6,[729],1,729.0,True,False,0.0,0.0
729,False,>11x11x11x11x11x11.,"[3, 3, 3, 3, 3, 3]",>11x11110011,1,-2.0898900032043457,6,"[3, 243]",2,729.0,True,False,1.0,0.5
743,True,>1011100111.,[743],>1011100111,0,-1.1325418949127197,1,[743],1,743.0,True,True,1.0,1.0
743,True,>1011100111.,[743],>11x11110101,1,-2.197202682495117,1,"[3, 245]",2,735.0,False,False,1.0,0.5
748,False,>10x10x1011x10001.,"[2, 2, 11, 17]",>10x10x10111011,0,-0.9454298615455627,4,"[2, 2, 187]",3,748.0,True,False,2.0,0.6666666666666666
748,False,>10x10x1011x10001.,"[2, 2, 11, 17]",>10x10x11x1111101,1,-1.8969372510910034,4,"[2, 2, 3, 125]",4,1500.0,False,False,3.0,0.75
750,False,>10x11x101x101x101.,"[2, 3, 5, 5, 5]",>10x101110111,0,-1.046728491783142,5,"[2, 375]",2,750.0,True,False,1.0,0.5
750,False,>10x11x101x101x101.,"[2, 3, 5, 5, 5]",>10x11x1111101,1,-1.967223882675171,5,"[2, 3, 125]",3,750.0,True,False,2.0,0.6666666666666666
754,False,>10x1101x11101.,"[2, 13, 29]",>10x101111001,0,-1.0597459077835083,3,"[2, 377]",2,754.0,True,False,1.0,0.5
754,False,>10x1101x11101.,"[2, 13, 29]",>10x11x1111111,1,-2.041674852371216,3,"[2, 3, 127]",3,762.0,False,False,3.0,1.0
757,True,>1011110101.,[757],>1011110101,0,-1.1400545835494995,1,[757],1,757.0,True,True,1.0,1.0
757,True,>1011110101.,[757],>11x11111111,1,-2.261146068572998,1,"[3, 255]",2,765.0,False,False,1.0,0.5
762,False,>10x11x1111111.,"[2, 3, 127]",>10x101111101,0,-1.0527442693710327,3,"[2, 381]",2,762.0,True,False,1.0,0.5
762,False,>10x11x1111111.,"[2, 3, 127]",>10x11x1111111,1,-1.9999934434890747,3,"[2, 3, 127]",3,762.0,True,True,3.0,1.0
766,False,>10x101111111.,"[2, 383]",>10x101111111,0,-1.0278559923171997,2,"[2, 383]",2,766.0,True,True,2.0,1.0
766,False,>10x101111111.,"[2, 383]",>10x11x1111101,1,-1.9363391399383545,2,"[2, 3, 125]",3,750.0,False,False,2.0,0.6666666666666666
767,False,>1101x111011.,"[13, 59]",>1011111111,0,-1.0792295932769775,2,[767],1,767.0,True,False,0.0,0.0
767,False,>1101x111011.,"[13, 59]",>11x11111101,1,-2.083085536956787,2,"[3, 253]",2,759.0,False,False,1.0,0.5
768,False,>10x10x10x10x10x10x10x10x11.,"[2, 2, 2, 2, 2, 2, 2, 2, 3]",>10x10x10x10x10x10x10x10x101,0,-1.0999926328659058,9,"[2, 2, 2, 2, 2, 2, 2, 2, 5]",9,1280.0,False,False,9.0,1.0
768,False,>10x10x10x10x10x10x10x10x11.,"[2, 2, 2, 2, 2, 2, 2, 2, 3]",>10x10x10x10x10x10x10x1101,1,-1.2252649068832397,9,"[2, 2, 2, 2, 2, 2, 2, 13]",8,1664.0,False,False,8.0,1.0
770,False,>10x101x111x1011.,"[2, 5, 7, 11]",>10x110000001,0,-1.1350395679473877,4,"[2, 385]",2,770.0,True,False,1.0,0.5
770,False,>10x101x111x1011.,"[2, 5, 7, 11]",>10x11x10000011,1,-2.2257022857666016,4,"[2, 3, 131]",3,786.0,False,False,3.0,1.0
776,False,>10x10x10x1100001.,"[2, 2, 2, 97]",>10x10x10x1100001,0,-0.9754316210746765,4,"[2, 2, 2, 97]",4,776.0,True,True,4.0,1.0
776,False,>10x10x10x1100001.,"[2, 2, 2, 97]",>10x10x10x11x100001,1,-2.0406391620635986,4,"[2, 2, 2, 3, 33]",5,792.0,False,False,4.0,0.8
781,False,>1011x1000111.,"[11, 71]",>1100001101,0,-1.2780815362930298,2,[781],1,781.0,True,False,0.0,0.0
781,False,>1011x1000111.,"[11, 71]",>11x100000111,1,-2.2067511081695557,2,"[3, 263]",2,789.0,False,False,2.0,1.0
784,False,>10x10x10x10x111x111.,"[2, 2, 2, 2, 7, 7]",>10x10x10x10x110001,0,-0.8775769472122192,6,"[2, 2, 2, 2, 49]",5,784.0,True,False,4.0,0.8
784,False,>10x10x10x10x111x111.,"[2, 2, 2, 2, 7, 7]",>10x10x10x10x11x10001,1,-1.8709194660186768,6,"[2, 2, 2, 2, 3, 17]",6,816.0,False,False,6.0,1.0
785,False,>101x10011101.,"[5, 157]",>1100010001,0,-1.2764049768447876,2,[785],1,785.0,True,False,0.0,0.0
785,False,>101x10011101.,"[5, 157]",>11x100000111,1,-2.3096303939819336,2,"[3, 263]",2,789.0,False,False,2.0,1.0
796,False,>10x10x11000111.,"[2, 2, 199]",>10x10x11000111,0,-1.0338107347488403,3,"[2, 2, 199]",3,796.0,True,True,3.0,1.0
796,False,>10x10x11000111.,"[2, 2, 199]",>10x10x11x10000101,1,-2.1485352516174316,3,"[2, 2, 3, 133]",4,1596.0,False,False,3.0,0.75
797,True,>1100011101.,[797],>1100011101,0,-1.249481439590454,1,[797],1,797.0,True,True,1.0,1.0
797,True,>1100011101.,[797],>11x100001011,1,-2.1800537109375,1,"[3, 267]",2,801.0,False,False,1.0,0.5
806,False,>10x1101x11111.,"[2, 13, 31]",>10x110010011,0,-1.1288158893585205,3,"[2, 403]",2,806.0,True,False,1.0,0.5
806,False,>10x1101x11111.,"[2, 13, 31]",>10x11x10000101,1,-2.1541810035705566,3,"[2, 3, 133]",3,798.0,False,False,2.0,0.6666666666666666
808,False,>10x10x10x1100101.,"[2, 2, 2, 101]",>10x10x10x1100101,0,-0.9550092220306396,4,"[2, 2, 2, 101]",4,808.0,True,True,4.0,1.0
808,False,>10x10x10x1100101.,"[2, 2, 2, 101]",>10x10x10x11x100001,1,-2.1072614192962646,4,"[2, 2, 2, 3, 33]",5,792.0,False,False,4.0,0.8
810,False,>10x11x11x11x11x101.,"[2, 3, 3, 3, 3, 5]",>10x110010101,0,-1.1085096597671509,6,"[2, 405]",2,810.0,True,False,1.0,0.5
810,False,>10x11x11x11x11x101.,"[2, 3, 3, 3, 3, 5]",>10x11x10000111,1,-2.084190607070923,6,"[2, 3, 135]",3,810.0,True,False,2.0,0.6666666666666666
815,False,>101x10100011.,"[5, 163]",>1100101111,0,-1.2068578004837036,2,[815],1,815.0,True,False,0.0,0.0
815,False,>101x10100011.,"[5, 163]",>11x100001101,1,-2.185091257095337,2,"[3, 269]",2,807.0,False,False,2.0,1.0
827,True,>1100111011.,[827],>1100111011,0,-1.2009073495864868,1,[827],1,827.0,True,True,1.0,1.0
827,True,>1100111011.,[827],>11x100010001,1,-2.3432395458221436,1,"[3, 273]",2,819.0,False,False,1.0,0.5
829,True,>1100111101.,[829],>1100111101,0,-1.1959348917007446,1,[829],1,829.0,True,True,1.0,1.0
829,True,>1100111101.,[829],>11x100010111,1,-2.083327293395996,1,"[3, 279]",2,837.0,False,False,1.0,0.5
830,False,>10x101x1010011.,"[2, 5, 83]",>10x110011111,0,-1.1105611324310303,3,"[2, 415]",2,830.0,True,False,1.0,0.5
830,False,>10x101x1010011.,"[2, 5, 83]",>10x11x10001001,1,-2.409489154815674,3,"[2, 3, 137]",3,822.0,False,False,3.0,1.0
836,False,>10x10x1011x10011.,"[2, 2, 11, 19]",>10x10x11010001,0,-1.0623465776443481,4,"[2, 2, 209]",3,836.0,True,False,2.0,0.6666666666666666
836,False,>10x10x1011x10011.,"[2, 2, 11, 19]",>10x10x11x1000101,1,-2.0931484699249268,4,"[2, 2, 3, 69]",4,828.0,False,False,3.0,0.75
838,False,>10x110100011.,"[2, 419]",>10x110100011,0,-1.1229203939437866,2,"[2, 419]",2,838.0,True,True,2.0,1.0
838,False,>10x110100011.,"[2, 419]",>10x11x10001001,1,-2.123577833175659,2,"[2, 3, 137]",3,822.0,False,False,3.0,1.0
845,False,>101x1101x1101.,"[5, 13, 13]",>1101001101,0,-1.2357196807861328,3,[845],1,845.0,True,False,0.0,0.0
845,False,>101x1101x1101.,"[5, 13, 13]",>11x100011011,1,-2.1885507106781006,3,"[3, 283]",2,849.0,False,False,2.0,1.0
847,False,>111x1011x1011.,"[7, 11, 11]",>1101001111,0,-1.2151269912719727,3,[847],1,847.0,True,False,0.0,0.0
847,False,>111x1011x1011.,"[7, 11, 11]",>11x10001101,1,-2.9210267066955566,3,"[3, 141]",2,423.0,False,False,1.0,0.5
852,False,>10x10x11x1000111.,"[2, 2, 3, 71]",>10x10x11010101,0,-1.05635666847229,4,"[2, 2, 213]",3,852.0,True,False,2.0,0.6666666666666666
852,False,>10x10x11x1000111.,"[2, 2, 3, 71]",>10x10x11x1000111,1,-1.9891421794891357,4,"[2, 2, 3, 71]",4,852.0,True,True,4.0,1.0
856,False,>10x10x10x1101011.,"[2, 2, 2, 107]",>10x10x10x1101011,0,-0.990108847618103,4,"[2, 2, 2, 107]",4,856.0,True,True,4.0,1.0
856,False,>10x10x10x1101011.,"[2, 2, 2, 107]",>10x10x10x11x1000101,1,-2.309093713760376,4,"[2, 2, 2, 3, 69]",5,1656.0,False,False,4.0,0.8
862,False,>10x110101111.,"[2, 431]",>10x110101111,0,-1.125670313835144,2,"[2, 431]",2,862.0,True,True,2.0,1.0
862,False,>10x110101111.,"[2, 431]",>10x11x10001101,1,-2.091984272003174,2,"[2, 3, 141]",3,846.0,False,False,2.0,0.6666666666666666
863,True,>1101011111.,[863],>1101011111,0,-1.2137279510498047,1,[863],1,863.0,True,True,1.0,1.0
863,True,>1101011111.,[863],>11x100011101,1,-2.120943546295166,1,"[3, 285]",2,855.0,False,False,1.0,0.5
867,False,>11x10001x10001.,"[3, 17, 17]",>1101100011,0,-1.2505649328231812,3,[867],1,867.0,True,False,0.0,0.0
867,False,>11x10001x10001.,"[3, 17, 17]",>11x100100001,1,-2.1615397930145264,3,"[3, 289]",2,867.0,True,False,1.0,0.5
870,False,>10x11x101x11101.,"[2, 3, 5, 29]",>10x110110011,0,-1.1595101356506348,4,"[2, 435]",2,870.0,True,False,1.0,0.5
870,False,>10x11x101x11101.,"[2, 3, 5, 29]",>10x11x10010001,1,-2.0451974868774414,4,"[2, 3, 145]",3,870.0,True,False,2.0,0.6666666666666666
872,False,>10x10x10x1101101.,"[2, 2, 2, 109]",>10x10x10x1101101,0,-1.018926739692688,4,"[2, 2, 2, 109]",4,872.0,True,True,4.0,1.0
872,False,>10x10x10x1101101.,"[2, 2, 2, 109]",>10x10x10x11x100101,1,-2.0567688941955566,4,"[2, 2, 2, 3, 37]",5,888.0,False,False,5.0,1.0
880,False,>10x10x10x10x101x1011.,"[2, 2, 2, 2, 5, 11]",>10x10x10x10x110111,0,-0.933135449886322,6,"[2, 2, 2, 2, 55]",5,880.0,True,False,4.0,0.8
880,False,>10x10x10x10x101x1011.,"[2, 2, 2, 2, 5, 11]",>10x10x10x10x11x100101,1,-1.8024042844772339,6,"[2, 2, 2, 2, 3, 37]",6,1776.0,False,False,6.0,1.0
891,False,>11x11x11x11x1011.,"[3, 3, 3, 3, 11]",>1101111011,0,-1.2560608386993408,5,[891],1,891.0,True,False,0.0,0.0
891,False,>11x11x11x11x1011.,"[3, 3, 3, 3, 11]",>11x100101001,1,-2.0223870277404785,5,"[3, 297]",2,891.0,True,False,1.0,0.5
898,False,>10x111000001.,"[2, 449]",>10x111000001,0,-1.0748709440231323,2,"[2, 449]",2,898.0,True,True,2.0,1.0
898,False,>10x111000001.,"[2, 449]",>10x11x10010111,1,-2.1002285480499268,2,"[2, 3, 151]",3,906.0,False,False,3.0,1.0
902,False,>10x1011x101001.,"[2, 11, 41]",>10x111000011,0,-1.0856081247329712,3,"[2, 451]",2,902.0,True,False,1.0,0.5
902,False,>10x1011x101001.,"[2, 11, 41]",>10x11x10010101,1,-2.143996000289917,3,"[2, 3, 149]",3,894.0,False,False,3.0,1.0
906,False,>10x11x10010111.,"[2, 3, 151]",>10x111000101,0,-1.0718002319335938,3,"[2, 453]",2,906.0,True,False,1.0,0.5
906,False,>10x11x10010111.,"[2, 3, 151]",>10x11x10010111,1,-2.095790386199951,3,"[2, 3, 151]",3,906.0,True,True,3.0,1.0
907,True,>1110001011.,[907],>1110001011,0,-1.209003210067749,1,[907],1,907.0,True,True,1.0,1.0
907,True,>1110001011.,[907],>11x100101101,1,-2.2604312896728516,1,"[3, 301]",2,903.0,False,False,1.0,0.5
912,False,>10x10x10x10x11x10011.,"[2, 2, 2, 2, 3, 19]",>10x10x10x10x111001,0,-0.8219459652900696,6,"[2, 2, 2, 2, 57]",5,912.0,True,False,4.0,0.8
912,False,>10x10x10x10x11x10011.,"[2, 2, 2, 2, 3, 19]",>10x10x10x10x11x10011,1,-1.9497584104537964,6,"[2, 2, 2, 2, 3, 19]",6,912.0,True,True,6.0,1.0
914,False,>10x111001001.,"[2, 457]",>10x111001001,0,-1.075032353401184,2,"[2, 457]",2,914.0,True,True,2.0,1.0
914,False,>10x111001001.,"[2, 457]",>10x11x10011011,1,-2.078502655029297,2,"[2, 3, 155]",3,930.0,False,False,2.0,0.6666666666666666
916,False,>10x10x11100101.,"[2, 2, 229]",>10x10x11100101,0,-0.9600297212600708,3,"[2, 2, 229]",3,916.0,True,True,3.0,1.0
916,False,>10x10x11100101.,"[2, 2, 229]",>10x10x11x1001101,1,-2.7844600677490234,3,"[2, 2, 3, 77]",4,924.0,False,False,3.0,0.75
925,False,>101x101x100101.,"[5, 5, 37]",>1110011101,0,-1.2293869256973267,3,[925],1,925.0,True,False,0.0,0.0
925,False,>101x101x100101.,"[5, 5, 37]",>11x100110111,1,-2.1069276332855225,3,"[3, 311]",2,933.0,False,False,2.0,1.0
927,False,>11x11x1100111.,"[3, 3, 103]",>1110011111,0,-1.190560221672058,3,[927],1,927.0,True,False,0.0,0.0
927,False,>11x11x1100111.,"[3, 3, 103]",>11x100110101,1,-2.1329684257507324,3,"[3, 309]",2,927.0,True,False,1.0,0.5
932,False,>10x10x11101001.,"[2, 2, 233]",>10x10x11101001,0,-0.990146279335022,3,"[2, 2, 233]",3,932.0,True,True,3.0,1.0
932,False,>10x10x11101001.,"[2, 2, 233]",>10x10x11x1001111,1,-2.622126340866089,3,"[2, 2, 3, 79]",4,948.0,False,False,4.0,1.0
937,True,>1110101001.,[937],>1110101001,0,-1.227742075920105,1,[937],1,937.0,True,True,1.0,1.0
937,True,>1110101001.,[937],>11x100111011,1,-2.2117605209350586,1,"[3, 315]",2,945.0,False,False,1.0,0.5
941,True,>1110101101.,[941],>1110101101,0,-1.228314995765686,1,[941],1,941.0,True,True,1.0,1.0
941,True,>1110101101.,[941],>11x100111011,1,-2.151978015899658,1,"[3, 315]",2,945.0,False,False,1.0,0.5
951,False,>11x100111101.,"[3, 317]",>1110110111,0,-1.2257187366485596,2,[951],1,951.0,True,False,0.0,0.0
